#TYPE System.Management.Automation.PSCustomObject
"firstname","middleInitial","lastname","username","email","streetaddress","city","zipcode","state","country","department","password","telephone","jobtitle","company","ou"
"aaina","a","juen","ajuen","ajuen@chs.com","123 Rainbow Dr.","Decatur","30035","AL","USA","Marketing","Sully_Dully121","1111111231","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaira","a","juenemann","ajuenemann","ajuenemann@chs.com","123 Rainbow Dr.","Dunwoody","30035","GA","USA","IT","Sully_Dully122","1111111232","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aairah","a","juenger","ajuenger","ajuenger@chs.com","124 Drainbow Rd.","Decatur","30034","GA","USA","Sales","Sully_Dully123","1111111233","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaisha","a","juengling","ajuengling","ajuengling@chs.com","123 Rainbow Dr.","Decatur","30034","NC","USA","IT","Sully_Dully124","1111111234","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaishah","a","juergens","ajuergens","ajuergens@chs.com","124 Drainbow Rd.","Decatur","30034","NC","USA","Sales","Sully_Dully125","1111111235","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaiyana","a","juett","ajuett","ajuett@chs.com","124 Drainbow Rd.","Decatur","30030","NC","USA","Sales","Sully_Dully126","1111111236","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaiza","a","jufer","ajufer","ajufer@chs.com","124 Drainbow Rd.","Decatur","30034","AL","USA","Marketing","Sully_Dully127","1111111237","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaizah","a","jugan","ajugan","ajugan@chs.com","123 Rainbow Dr.","Dunwoody","30030","AL","USA","IT","Sully_Dully128","1111111238","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaja","a","jugani","ajugani","ajugani@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","Marketing","Sully_Dully129","1111111239","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aajah","a","jugo","ajugo","ajugo@chs.com","60 Greengrow Blvd.","Dunwoody","30035","GA","USA","Sales","Sully_Dully130","1111111240","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aajaylah","a","juhas","ajuhas","ajuhas@chs.com","60 Greengrow Blvd.","Atlanta","30030","NC","USA","IT","Sully_Dully131","1111111241","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aajiv","a","juhasz","ajuhasz","ajuhasz@chs.com","123 Rainbow Dr.","Decatur","30034","NC","USA","Marketing","Sully_Dully132","1111111242","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aajon","a","juhewuddin","ajuhewuddin","ajuhewuddin@chs.com","60 Greengrow Blvd.","Atlanta","30030","NC","USA","Sales","Sully_Dully133","1111111243","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakanksha","a","juhi","ajuhi","ajuhi@chs.com","123 Rainbow Dr.","Dunwoody","30034","NC","USA","Sales","Sully_Dully134","1111111244","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakarsh","a","juhl","ajuhl","ajuhl@chs.com","124 Drainbow Rd.","Dunwoody","30034","AL","USA","Marketing","Sully_Dully135","1111111245","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakas","a","juhnke","ajuhnke","ajuhnke@chs.com","123 Rainbow Dr.","Dunwoody","30030","AL","USA","Sales","Sully_Dully136","1111111246","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakash","a","jui","ajui","ajui@chs.com","60 Greengrow Blvd.","Decatur","30030","AL","USA","Marketing","Sully_Dully137","1111111247","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakeem","a","juilfs","ajuilfs","ajuilfs@chs.com","60 Greengrow Blvd.","Decatur","30030","GA","USA","Marketing","Sully_Dully138","1111111248","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakif","a","jukes","ajukes","ajukes@chs.com","60 Greengrow Blvd.","Atlanta","30035","GA","USA","Sales","Sully_Dully139","1111111249","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakifa","a","jukich","ajukich","ajukich@chs.com","124 Drainbow Rd.","Decatur","30030","GA","USA","Sales","Sully_Dully140","1111111250","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakifah","a","julander","ajulander","ajulander@chs.com","123 Rainbow Dr.","Decatur","30034","NC","USA","Sales","Sully_Dully141","1111111251","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakil","a","julbe","ajulbe","ajulbe@chs.com","60 Greengrow Blvd.","Decatur","30030","AL","USA","Sales","Sully_Dully142","1111111252","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakilah","a","julca","ajulca","ajulca@chs.com","60 Greengrow Blvd.","Decatur","30030","NC","USA","Marketing","Sully_Dully143","1111111253","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakin","a","julee","ajulee","ajulee@chs.com","60 Greengrow Blvd.","Atlanta","30035","AL","USA","Marketing","Sully_Dully144","1111111254","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakira","a","julen","ajulen","ajulen@chs.com","123 Rainbow Dr.","Dunwoody","30035","AL","USA","IT","Sully_Dully145","1111111255","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakiyah","a","jules","ajules","ajules@chs.com","124 Drainbow Rd.","Dunwoody","30034","NC","USA","IT","Sully_Dully146","1111111256","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakriti","a","julficar","ajulficar","ajulficar@chs.com","123 Rainbow Dr.","Atlanta","30035","NC","USA","Marketing","Sully_Dully147","1111111257","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aakruti","a","julfikaar","ajulfikaar","ajulfikaar@chs.com","60 Greengrow Blvd.","Dunwoody","30030","GA","USA","Sales","Sully_Dully148","1111111258","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aala","a","juli","ajuli","ajuli@chs.com","60 Greengrow Blvd.","Decatur","30030","AL","USA","Marketing","Sully_Dully149","1111111259","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalaa","a","julia","ajulia","ajulia@chs.com","60 Greengrow Blvd.","Decatur","30030","GA","USA","Sales","Sully_Dully150","1111111260","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalaiya","a","julian","ajulian","ajulian@chs.com","123 Rainbow Dr.","Decatur","30030","AL","USA","Marketing","Sully_Dully151","1111111261","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalaiyah","a","juliana","ajuliana","ajuliana@chs.com","123 Rainbow Dr.","Atlanta","30035","GA","USA","IT","Sully_Dully152","1111111262","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalam","a","juliano","ajuliano","ajuliano@chs.com","124 Drainbow Rd.","Decatur","30030","NC","USA","Sales","Sully_Dully153","1111111263","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalana","a","juliao","ajuliao","ajuliao@chs.com","124 Drainbow Rd.","Dunwoody","30034","AL","USA","Sales","Sully_Dully154","1111111264","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalanah","a","juliar","ajuliar","ajuliar@chs.com","60 Greengrow Blvd.","Dunwoody","30034","GA","USA","Sales","Sully_Dully155","1111111265","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalani","a","julias","ajulias","ajulias@chs.com","60 Greengrow Blvd.","Dunwoody","30030","GA","USA","Sales","Sully_Dully156","1111111266","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalap","a","julien","ajulien","ajulien@chs.com","60 Greengrow Blvd.","Dunwoody","30034","AL","USA","IT","Sully_Dully157","1111111267","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalasia","a","juliet","ajuliet","ajuliet@chs.com","123 Rainbow Dr.","Decatur","30034","GA","USA","IT","Sully_Dully158","1111111268","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalaya","a","julio","ajulio","ajulio@chs.com","123 Rainbow Dr.","Atlanta","30035","GA","USA","Marketing","Sully_Dully159","1111111269","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalayah","a","julious","ajulious","ajulious@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully160","1111111270","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalayiah","a","julitz","ajulitz","ajulitz@chs.com","124 Drainbow Rd.","Dunwoody","30035","NC","USA","Marketing","Sully_Dully161","1111111271","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalayjah","a","julius","ajulius","ajulius@chs.com","123 Rainbow Dr.","Dunwoody","30030","AL","USA","Marketing","Sully_Dully162","1111111272","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalayna","a","juliusson","ajuliusson","ajuliusson@chs.com","123 Rainbow Dr.","Decatur","30030","GA","USA","IT","Sully_Dully163","1111111273","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalaysha","a","julks","ajulks","ajulks@chs.com","60 Greengrow Blvd.","Decatur","30034","GA","USA","Marketing","Sully_Dully164","1111111274","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalaysia","a","jully","ajully","ajully@chs.com","124 Drainbow Rd.","Atlanta","30035","NC","USA","Sales","Sully_Dully165","1111111275","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalbert","a","julme","ajulme","ajulme@chs.com","123 Rainbow Dr.","Atlanta","30034","NC","USA","Sales","Sully_Dully166","1111111276","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalderich","a","julmice","ajulmice","ajulmice@chs.com","123 Rainbow Dr.","Atlanta","30035","AL","USA","IT","Sully_Dully167","1111111277","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalderk","a","julock","ajulock","ajulock@chs.com","123 Rainbow Dr.","Dunwoody","30034","AL","USA","IT","Sully_Dully168","1111111278","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaldrik","a","julson","ajulson","ajulson@chs.com","123 Rainbow Dr.","Atlanta","30034","NC","USA","Sales","Sully_Dully169","1111111279","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aale","a","julsrud","ajulsrud","ajulsrud@chs.com","123 Rainbow Dr.","Atlanta","30035","GA","USA","Marketing","Sully_Dully170","1111111280","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalea","a","juluke","ajuluke","ajuluke@chs.com","60 Greengrow Blvd.","Atlanta","30034","AL","USA","Marketing","Sully_Dully171","1111111281","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleah","a","julye","ajulye","ajulye@chs.com","123 Rainbow Dr.","Decatur","30035","NC","USA","Marketing","Sully_Dully172","1111111282","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleahya","a","jumalon","ajumalon","ajumalon@chs.com","123 Rainbow Dr.","Atlanta","30030","NC","USA","IT","Sully_Dully173","1111111283","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleayah","a","jumbo","ajumbo","ajumbo@chs.com","123 Rainbow Dr.","Atlanta","30030","AL","USA","Sales","Sully_Dully174","1111111284","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleen","a","jumman","ajumman","ajumman@chs.com","60 Greengrow Blvd.","Atlanta","30030","NC","USA","Marketing","Sully_Dully175","1111111285","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleena","a","jumonville","ajumonville","ajumonville@chs.com","123 Rainbow Dr.","Decatur","30034","NC","USA","IT","Sully_Dully176","1111111286","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleeya","a","jumper","ajumper","ajumper@chs.com","60 Greengrow Blvd.","Atlanta","30035","GA","USA","Marketing","Sully_Dully177","1111111287","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleeyah","a","jumrati","ajumrati","ajumrati@chs.com","124 Drainbow Rd.","Dunwoody","30034","NC","USA","IT","Sully_Dully178","1111111288","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleia","a","jun","ajun","ajun@chs.com","60 Greengrow Blvd.","Dunwoody","30035","AL","USA","IT","Sully_Dully179","1111111289","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleiah","a","juna","ajuna","ajuna@chs.com","124 Drainbow Rd.","Dunwoody","30034","AL","USA","Marketing","Sully_Dully180","1111111290","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleigha","a","junaid","ajunaid","ajunaid@chs.com","124 Drainbow Rd.","Decatur","30035","AL","USA","Sales","Sully_Dully181","1111111291","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleiya","a","juncaj","ajuncaj","ajuncaj@chs.com","60 Greengrow Blvd.","Atlanta","30034","NC","USA","IT","Sully_Dully182","1111111292","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleiyah","a","juncker","ajuncker","ajuncker@chs.com","123 Rainbow Dr.","Dunwoody","30034","AL","USA","Marketing","Sully_Dully183","1111111293","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalena","a","junco","ajunco","ajunco@chs.com","60 Greengrow Blvd.","Dunwoody","30030","GA","USA","Sales","Sully_Dully184","1111111294","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalexis","a","jund","ajund","ajund@chs.com","60 Greengrow Blvd.","Atlanta","30030","AL","USA","IT","Sully_Dully185","1111111295","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalexus","a","jundt","ajundt","ajundt@chs.com","124 Drainbow Rd.","Decatur","30030","AL","USA","Marketing","Sully_Dully186","1111111296","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleya","a","juneau","ajuneau","ajuneau@chs.com","60 Greengrow Blvd.","Atlanta","30035","NC","USA","IT","Sully_Dully187","1111111297","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaleyah","a","juneja","ajuneja","ajuneja@chs.com","60 Greengrow Blvd.","Atlanta","30030","NC","USA","IT","Sully_Dully188","1111111298","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aali","a","junes","ajunes","ajunes@chs.com","60 Greengrow Blvd.","Atlanta","30030","NC","USA","Marketing","Sully_Dully189","1111111299","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalia","a","jung","ajung","ajung@chs.com","60 Greengrow Blvd.","Decatur","30035","GA","USA","Marketing","Sully_Dully190","1111111300","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaliah","a","jungbluth","ajungbluth","ajungbluth@chs.com","124 Drainbow Rd.","Decatur","30034","AL","USA","Marketing","Sully_Dully191","1111111301","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaliana","a","jungck","ajungck","ajungck@chs.com","123 Rainbow Dr.","Dunwoody","30030","NC","USA","Sales","Sully_Dully192","1111111302","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalias","a","junge","ajunge","ajunge@chs.com","60 Greengrow Blvd.","Dunwoody","30035","GA","USA","Sales","Sully_Dully193","1111111303","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaliayah","a","jungels","ajungels","ajungels@chs.com","124 Drainbow Rd.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully194","1111111304","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaliayh","a","jungen","ajungen","ajungen@chs.com","60 Greengrow Blvd.","Atlanta","30030","AL","USA","IT","Sully_Dully195","1111111305","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalicia","a","jungers","ajungers","ajungers@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","IT","Sully_Dully196","1111111306","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaliegha","a","junghans","ajunghans","ajunghans@chs.com","60 Greengrow Blvd.","Atlanta","30034","GA","USA","IT","Sully_Dully197","1111111307","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalieyah","a","jungling","ajungling","ajungling@chs.com","60 Greengrow Blvd.","Atlanta","30030","NC","USA","Sales","Sully_Dully198","1111111308","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaliha","a","jungman","ajungman","ajungman@chs.com","124 Drainbow Rd.","Decatur","30035","AL","USA","Marketing","Sully_Dully199","1111111309","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalijah","a","jungquist","ajungquist","ajungquist@chs.com","123 Rainbow Dr.","Dunwoody","30030","AL","USA","Marketing","Sully_Dully200","1111111310","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalilah","a","jungwirth","ajungwirth","ajungwirth@chs.com","123 Rainbow Dr.","Decatur","30034","NC","USA","IT","Sully_Dully201","1111111311","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalim","a","junick","ajunick","ajunick@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","IT","Sully_Dully202","1111111312","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalimah","a","lawter","alawter","alawter@chs.com","123 Rainbow Dr.","Atlanta","30034","AL","USA","Sales","Sully_Dully203","1111111313","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalina","a","lawther","alawther","alawther@chs.com","124 Drainbow Rd.","Decatur","30035","NC","USA","IT","Sully_Dully204","1111111314","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalinah","a","lawton","alawton","alawton@chs.com","124 Drainbow Rd.","Dunwoody","30034","NC","USA","IT","Sully_Dully205","1111111315","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalisa","a","lawver","alawver","alawver@chs.com","60 Greengrow Blvd.","Dunwoody","30034","GA","USA","Marketing","Sully_Dully206","1111111316","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalish","a","lawwill","alawwill","alawwill@chs.com","123 Rainbow Dr.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully207","1111111317","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalisha","a","lax","alax","alax@chs.com","123 Rainbow Dr.","Dunwoody","30034","AL","USA","IT","Sully_Dully208","1111111318","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"aalivia","a","laxami","alaxami","alaxami@chs.com","60 Greengrow Blvd.","Decatur","30035","AL","USA","Marketing","Sully_Dully209","1111111319","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaliya","a","laxen","alaxen","alaxen@chs.com","123 Rainbow Dr.","Atlanta","30035","GA","USA","Marketing","Sully_Dully210","1111111320","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"aaliyaa","a","laxita","alaxita","alaxita@chs.com","60 Greengrow Blvd.","Dunwoody","30034","AL","USA","Marketing","Sully_Dully211","1111111321","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishay","a","laxman","claxman","claxman@chs.com","123 Rainbow Dr.","Decatur","30030","GA","USA","Marketing","Sully_Dully212","1111111322","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishayla","a","laxmanram","claxmanram","claxmanram@chs.com","123 Rainbow Dr.","Dunwoody","30035","AL","USA","Marketing","Sully_Dully213","1111111323","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishea","a","laxmeena","claxmeena","claxmeena@chs.com","123 Rainbow Dr.","Atlanta","30034","NC","USA","IT","Sully_Dully214","1111111324","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishell","a","laxmi","claxmi","claxmi@chs.com","123 Rainbow Dr.","Decatur","30035","AL","USA","Sales","Sully_Dully215","1111111325","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishelle","a","laxminarain","claxminarain","claxminarain@chs.com","123 Rainbow Dr.","Decatur","30035","GA","USA","Sales","Sully_Dully216","1111111326","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishiya","a","laxson","claxson","claxson@chs.com","123 Rainbow Dr.","Atlanta","30030","GA","USA","Marketing","Sully_Dully217","1111111327","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishna","a","laxton","claxton","claxton@chs.com","60 Greengrow Blvd.","Atlanta","30034","NC","USA","IT","Sully_Dully218","1111111328","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisholm","a","laychock","claychock","claychock@chs.com","124 Drainbow Rd.","Decatur","30034","GA","USA","Marketing","Sully_Dully219","1111111329","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishon","a","laycock","claycock","claycock@chs.com","124 Drainbow Rd.","Atlanta","30035","AL","USA","IT","Sully_Dully220","1111111330","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishona","a","laycox","claycox","claycox@chs.com","123 Rainbow Dr.","Atlanta","30034","AL","USA","Sales","Sully_Dully221","1111111331","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishonda","a","layden","clayden","clayden@chs.com","123 Rainbow Dr.","Decatur","30034","GA","USA","Marketing","Sully_Dully222","1111111332","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishonna","a","laye","claye","claye@chs.com","123 Rainbow Dr.","Dunwoody","30034","GA","USA","Sales","Sully_Dully223","1111111333","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishun","a","layel","clayel","clayel@chs.com","124 Drainbow Rd.","Dunwoody","30035","AL","USA","Sales","Sully_Dully224","1111111334","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrishya","a","layell","clayell","clayell@chs.com","124 Drainbow Rd.","Decatur","30034","GA","USA","IT","Sully_Dully225","1111111335","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisi","a","layfield","clayfield","clayfield@chs.com","60 Greengrow Blvd.","Atlanta","30030","AL","USA","Sales","Sully_Dully226","1111111336","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisie","a","layher","clayher","clayher@chs.com","60 Greengrow Blvd.","Dunwoody","30030","AL","USA","IT","Sully_Dully227","1111111337","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisina","a","layhew","clayhew","clayhew@chs.com","123 Rainbow Dr.","Dunwoody","30030","GA","USA","Marketing","Sully_Dully228","1111111338","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisinda","a","layland","clayland","clayland@chs.com","60 Greengrow Blvd.","Dunwoody","30035","AL","USA","IT","Sully_Dully229","1111111339","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisine","a","layman","clayman","clayman@chs.com","124 Drainbow Rd.","Atlanta","30030","AL","USA","Marketing","Sully_Dully230","1111111340","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisitan","a","layme","clayme","clayme@chs.com","124 Drainbow Rd.","Decatur","30035","GA","USA","Sales","Sully_Dully231","1111111341","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisitne","a","laymon","claymon","claymon@chs.com","124 Drainbow Rd.","Decatur","30034","GA","USA","IT","Sully_Dully232","1111111342","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisiyah","a","layne","clayne","clayne@chs.com","124 Drainbow Rd.","Dunwoody","30035","NC","USA","Sales","Sully_Dully233","1111111343","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisje","a","layng","clayng","clayng@chs.com","124 Drainbow Rd.","Dunwoody","30034","AL","USA","IT","Sully_Dully234","1111111344","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrislaine","a","layo","clayo","clayo@chs.com","60 Greengrow Blvd.","Dunwoody","30034","AL","USA","Marketing","Sully_Dully235","1111111345","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisley","a","layous","clayous","clayous@chs.com","60 Greengrow Blvd.","Decatur","30035","AL","USA","Marketing","Sully_Dully236","1111111346","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisly","a","layport","clayport","clayport@chs.com","124 Drainbow Rd.","Decatur","30034","AL","USA","Marketing","Sully_Dully237","1111111347","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrislyn","a","layson","clayson","clayson@chs.com","124 Drainbow Rd.","Decatur","30034","GA","USA","Marketing","Sully_Dully238","1111111348","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrislynn","a","layssard","clayssard","clayssard@chs.com","124 Drainbow Rd.","Dunwoody","30035","NC","USA","Marketing","Sully_Dully239","1111111349","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisma","a","layton","clayton","clayton@chs.com","123 Rainbow Dr.","Dunwoody","30034","GA","USA","IT","Sully_Dully240","1111111350","IT","CHS","OU=IT,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisman","a","laytonsr","claytonsr","claytonsr@chs.com","123 Rainbow Dr.","Decatur","30030","GA","USA","Sales","Sully_Dully241","1111111351","Sales","CHS","OU=Sales,OU=NewUsers,DC=CHS,DC=LOCAL"
"chrisna","a","layva","clayva","clayva@chs.com","60 Greengrow Blvd.","Atlanta","30034","GA","USA","Marketing","Sully_Dully242","1111111352","Marketing","CHS","OU=Marketing,OU=NewUsers,DC=CHS,DC=LOCAL"
